,teamname,loss,S,R,games,tie,win,competition,year,win_diff,win_rate,goals_diff,loss_rate,team,rank
823,axiom,7.0,48,38,18,2.0,9.0,WorldCup,2013,0.1111111111111111,0.5,0.5555555555555556,0.3888888888888889,axiom,
824,shiraz,7.0,41,32,17,1.0,9.0,IranOpens,2016,0.11764705882352941,0.5294117647058824,0.5294117647058824,0.4117647058823529,shiraz,
825,czu,7.0,44,21,17,1.0,9.0,WorldCup,2008,0.11764705882352941,0.5294117647058824,1.3529411764705883,0.4117647058823529,czu,
826,miaad,2.0,7,7,8,3.0,3.0,IranOpens,2006,0.125,0.375,0.0,0.25,miaad,
827,everest,3.0,12,13,8,1.0,4.0,ChinaOpens,2007,0.125,0.5,-0.125,0.375,everest,
828,_jet,2.0,15,16,8,3.0,3.0,IranOpens,2006,0.125,0.375,-0.125,0.25,jet,
829,amistresao,3.0,7,10,8,1.0,4.0,USOpens,2003,0.125,0.5,-0.375,0.375,amistresao,
830,puppets,2.0,6,8,8,3.0,3.0,SpringCompetitions,2009,0.125,0.375,-0.25,0.25,puppets,
831,_narimoto,3.0,29,22,8,1.0,4.0,JapanAutumnCamp,2010,0.125,0.5,0.875,0.375,narimoto,
832,dreamwing,3.0,18,12,8,1.0,4.0,ChinaOpens,2007,0.125,0.5,0.75,0.375,dreamwing,
833,yamaarashi,3.0,8,9,8,1.0,4.0,JapanOpens,2003,0.125,0.5,-0.125,0.375,yamaarashi,
834,-sina,11.0,39,51,30,4.0,15.0,WorldCup,2009,0.13333333333333333,0.5,-0.4,0.36666666666666664,sina,
835,nemesis,8.0,40,28,29,9.0,12.0,WorldCup,2008,0.13793103448275862,0.41379310344827586,0.41379310344827586,0.27586206896551724,nemesis,
836,dreamwing,2.0,6,14,7,2.0,3.0,Exercise,2008,0.14285714285714285,0.42857142857142855,-1.1428571428571428,0.2857142857142857,dreamwing,
837,_gpr,3.0,11,4,7,0.0,4.0,WorldCup,2014,0.14285714285714285,0.5714285714285714,1.0,0.42857142857142855,gpr,
838,uaisoccer2d,4.0,25,20,14,4.0,6.0,CBR,2013,0.14285714285714285,0.42857142857142855,0.35714285714285715,0.2857142857142857,uaisoccer2d,
839,_engine,3.0,21,22,7,0.0,4.0,Exercise,2008,0.14285714285714285,0.5714285714285714,-0.14285714285714285,0.42857142857142855,engine,
840,tokyotech2004,2.0,15,7,7,2.0,3.0,WorldCup,2004,0.14285714285714285,0.42857142857142855,1.1428571428571428,0.2857142857142857,tokyotech2004,
841,nankaimagic,3.0,19,9,7,0.0,4.0,ChinaOpens,2006,0.14285714285714285,0.5714285714285714,1.4285714285714286,0.42857142857142855,nankaimagic,
842,strive,2.0,17,13,7,2.0,3.0,Exercise,2008,0.14285714285714285,0.42857142857142855,0.5714285714285714,0.2857142857142857,strive,
843,mars,5.0,20,11,14,2.0,7.0,IranOpens,2015,0.14285714285714285,0.5,0.6428571428571429,0.35714285714285715,mars,
844,xmunq,3.0,10,9,7,0.0,4.0,ChinaOpens,2012,0.14285714285714285,0.5714285714285714,0.14285714285714285,0.42857142857142855,xmunq,
845,_crew06,3.0,8,13,7,0.0,4.0,SimKansai,2006,0.14285714285714285,0.5714285714285714,-0.7142857142857143,0.42857142857142855,crew06,
846,fcportugal,15.0,68,62,42,6.0,21.0,WorldCup,2009,0.14285714285714285,0.5,0.14285714285714285,0.35714285714285715,fcportugal,
847,ncl09,13.0,57,65,40,8.0,19.0,WorldCup,2009,0.15,0.475,-0.2,0.325,ncl09,
848,yushan2012,6.0,45,40,20,5.0,9.0,WorldCup,2012,0.15,0.45,0.25,0.3,yushan2012,
849,nemesisrc09,5.0,33,19,13,1.0,7.0,WorldCup,2009,0.15384615384615385,0.5384615384615384,1.0769230769230769,0.38461538461538464,nemesisrc09,
850,helios2003,4.0,24,10,19,8.0,7.0,WorldCup,2003,0.15789473684210525,0.3684210526315789,0.7368421052631579,0.21052631578947367,helios2003,
851,_hana,4.0,15,9,12,2.0,6.0,WorldCup,2008,0.16666666666666666,0.5,0.5,0.3333333333333333,hana,
852,_tiji,2.0,16,12,6,1.0,3.0,ChinaOpens,2012,0.16666666666666666,0.5,0.6666666666666666,0.3333333333333333,tiji,
853,-one,2.0,13,10,6,1.0,3.0,JapanOpens,2007,0.16666666666666666,0.5,0.5,0.3333333333333333,one,
854,robotoos2010,4.0,23,11,18,7.0,7.0,IranOpens,2010,0.16666666666666666,0.3888888888888889,0.6666666666666666,0.2222222222222222,robotoos2010,
855,yushan2015,8.0,39,26,24,4.0,12.0,WorldCup,2015,0.16666666666666666,0.5,0.5416666666666666,0.3333333333333333,yushan2015,
856,yamaneko,1.0,7,1,6,3.0,2.0,SpringCompetitions,2002,0.16666666666666666,0.3333333333333333,1.0,0.16666666666666666,yamaneko,
857,biust,2.0,19,10,6,1.0,3.0,AI-Games,2005,0.16666666666666666,0.5,1.5,0.3333333333333333,biust,
858,apollo,5.0,29,12,12,0.0,7.0,WorldCup,2011,0.16666666666666666,0.5833333333333334,1.4166666666666667,0.4166666666666667,apollo,
859,-one,1.0,6,3,6,3.0,2.0,WorldCup,2017,0.16666666666666666,0.3333333333333333,0.5,0.16666666666666666,one,
860,-storms09,4.0,30,15,12,2.0,6.0,SpringCompetitions,2009,0.16666666666666666,0.5,1.25,0.3333333333333333,storms09,
861,cyrus,1.0,6,7,6,3.0,2.0,WorldCup,2017,0.16666666666666666,0.3333333333333333,-0.16666666666666666,0.16666666666666666,cyrus,
862,cyrus2014,5.0,14,13,17,4.0,8.0,WorldCup,2014,0.17647058823529413,0.47058823529411764,0.058823529411764705,0.29411764705882354,cyrus2014,
863,yowai2005,2.0,18,3,17,10.0,5.0,GermanOpens,2005,0.17647058823529413,0.29411764705882354,0.8823529411764706,0.11764705882352941,yowai2005,
864,oxsy,4.0,33,20,17,6.0,7.0,WorldCup,2014,0.17647058823529413,0.4117647058823529,0.7647058823529411,0.23529411764705882,oxsy,1.0
865,mikk,4.0,13,9,11,1.0,6.0,JapanOpens,2007,0.18181818181818182,0.5454545454545454,0.36363636363636365,0.36363636363636365,mikk,
866,persepolis,3.0,12,9,11,3.0,5.0,WorldCup,2002,0.18181818181818182,0.45454545454545453,0.2727272727272727,0.2727272727272727,persepolis,
867,_tiji2015,6.0,28,28,22,6.0,10.0,WorldCup,2015,0.18181818181818182,0.45454545454545453,0.0,0.2727272727272727,tiji2015,
868,anct2007,4.0,19,8,11,1.0,6.0,JapanOpens,2007,0.18181818181818182,0.5454545454545454,1.0,0.36363636363636365,anct2007,
869,aua2d,4.0,33,21,11,1.0,6.0,ChinaOpens,2011,0.18181818181818182,0.5454545454545454,1.0909090909090908,0.36363636363636365,aua2d,
870,marlik08,4.0,19,18,11,1.0,6.0,IranOpens,2008,0.18181818181818182,0.5454545454545454,0.09090909090909091,0.36363636363636365,marlik08,
871,-one,4.0,23,22,11,1.0,6.0,WorldCup,2011,0.18181818181818182,0.5454545454545454,0.09090909090909091,0.36363636363636365,one,
872,hfutengine,5.0,40,20,16,3.0,8.0,IranOpens,2010,0.1875,0.5,1.25,0.3125,hfutengine,
873,fcportugal,5.0,44,37,21,7.0,9.0,WorldCup,2013,0.19047619047619047,0.42857142857142855,0.3333333333333333,0.23809523809523808,fcportugal,
874,hellibash,16.0,88,74,42,2.0,24.0,WorldCup,2009,0.19047619047619047,0.5714285714285714,0.3333333333333333,0.38095238095238093,hellibash,
875,nemesis,8.0,36,22,26,5.0,13.0,WorldCup,2007,0.19230769230769232,0.5,0.5384615384615384,0.3076923076923077,nemesis,
876,shootingstarwithfire,1.0,8,2,5,2.0,2.0,ChinaOpens,2007,0.2,0.4,1.2,0.2,shootingstarwithfire,
877,yowai2002,3.0,23,8,10,2.0,5.0,WorldCup,2002,0.2,0.5,1.5,0.3,yowai2002,
878,ath,3.0,18,13,15,6.0,6.0,WorldCup,2007,0.2,0.4,0.3333333333333333,0.2,ath,
879,tjnu,4.0,31,19,10,0.0,6.0,ChinaOpens,2011,0.2,0.6,1.2,0.4,tjnu,
880,_trilearn,2.0,12,9,5,0.0,3.0,WorldCup,2001,0.2,0.6,0.6,0.4,trilearn,
881,yowai,3.0,28,6,10,2.0,5.0,JapanOpens,2007,0.2,0.5,2.2,0.3,yowai,
882,czu,6.0,33,21,15,0.0,9.0,ChinaOpens,2006,0.2,0.6,0.8,0.4,czu,
883,_wizards,2.0,8,5,5,0.0,3.0,WorldCup,2001,0.2,0.6,0.6,0.4,wizards,
884,nemesis,3.0,12,6,10,2.0,5.0,IranOpens,2006,0.2,0.5,0.6,0.3,nemesis,
885,gliders2012,6.0,39,32,20,4.0,10.0,WorldCup,2012,0.2,0.5,0.35,0.3,gliders2012,
886,hfutengine2d,7.0,37,16,20,2.0,11.0,WorldCup,2008,0.2,0.55,1.05,0.35,hfutengine2d,
887,zjubase,2.0,12,7,10,4.0,4.0,WorldCup,2003,0.2,0.4,0.5,0.2,zjubase,
888,czu,2.0,12,9,10,4.0,4.0,WorldCup,2006,0.2,0.4,0.3,0.2,czu,
889,ggfuji,1.0,21,18,5,2.0,2.0,Exercise,2008,0.2,0.4,0.6,0.2,ggfuji,
890,caspian,1.0,6,2,5,2.0,2.0,USOpens,2003,0.2,0.4,0.8,0.2,caspian,
891,thinkingants,0.0,2,0,5,4.0,1.0,SpringCompetitions,2002,0.2,0.2,0.4,0.0,thinkingants,
892,-rp,2.0,3,2,5,0.0,3.0,JapanOpens,2004,0.2,0.6,0.2,0.4,rp,
893,nitinpossible,3.0,21,14,10,2.0,5.0,JapanAutumnCamp,2004,0.2,0.5,0.7,0.3,nitinpossible,
894,dainamite,3.0,13,12,10,2.0,5.0,WorldCup,2006,0.2,0.5,0.1,0.3,dainamite,
895,incredibles,4.0,32,13,15,4.0,7.0,WorldCup,2007,0.2,0.4666666666666667,1.2666666666666666,0.26666666666666666,incredibles,
896,zeng03,3.0,6,8,10,2.0,5.0,JapanOpens,2003,0.2,0.5,-0.2,0.3,zeng03,
897,-one,2.0,9,10,5,0.0,3.0,JapanAutumnCamp,2010,0.2,0.6,-0.2,0.4,one,
898,_opu,1.0,9,5,5,2.0,2.0,JapanOpens,2006,0.2,0.4,0.8,0.2,opu,
899,sfunleashed,2.0,9,5,5,0.0,3.0,USOpens,2003,0.2,0.6,0.8,0.4,sfunleashed,
900,puppets,2.0,11,8,5,0.0,3.0,SimKansai,2006,0.2,0.6,0.6,0.4,puppets,
901,takl,4.0,12,7,10,0.0,6.0,JapanAutumnCamp,2003,0.2,0.6,0.5,0.4,takl,
902,oxblue08,9.0,59,43,30,6.0,15.0,WorldCup,2008,0.2,0.5,0.5333333333333333,0.3,oxblue08,
903,yushan2015,3.0,19,6,10,2.0,5.0,IranOpens,2015,0.2,0.5,1.3,0.3,yushan2015,
904,oz,3.0,14,9,10,2.0,5.0,JapanOpens,2003,0.2,0.5,0.5,0.3,oz,
905,persiangulf2017,6.0,38,19,19,3.0,10.0,IranOpens,2017,0.21052631578947367,0.5263157894736842,1.0,0.3157894736842105,persiangulf2017,
906,apollo,5.0,20,17,14,1.0,8.0,WorldCup,2005,0.21428571428571427,0.5714285714285714,0.21428571428571427,0.35714285714285715,apollo,
907,_meier,3.0,18,8,14,5.0,6.0,WorldCup,2007,0.21428571428571427,0.42857142857142855,0.7142857142857143,0.21428571428571427,meier,
908,zjubase,3.0,22,7,14,5.0,6.0,WorldCup,2004,0.21428571428571427,0.42857142857142855,1.0714285714285714,0.21428571428571427,zjubase,
909,toka1,5.0,41,32,14,1.0,8.0,WorldCup,2014,0.21428571428571427,0.5714285714285714,0.6428571428571429,0.35714285714285715,toka1,
910,oxsy,7.0,54,22,23,4.0,12.0,WorldCup,2016,0.21739130434782608,0.5217391304347826,1.391304347826087,0.30434782608695654,oxsy,
911,okarobo,3.0,17,5,9,1.0,5.0,JapanOpens,2007,0.2222222222222222,0.5555555555555556,1.3333333333333333,0.3333333333333333,okarobo,
912,-rp,3.0,6,18,9,1.0,5.0,JapanAutumnCamp,2003,0.2222222222222222,0.5555555555555556,-1.3333333333333333,0.3333333333333333,rp,
913,rhona2005,3.0,11,11,9,1.0,5.0,SpringCompetitions,2005,0.2222222222222222,0.5555555555555556,0.0,0.3333333333333333,rhona2005,
914,puppets,2.0,12,5,9,3.0,4.0,SpringCompetitions,2005,0.2222222222222222,0.4444444444444444,0.7777777777777778,0.2222222222222222,puppets,
915,oz,3.0,13,7,9,1.0,5.0,JapanAutumnCamp,2003,0.2222222222222222,0.5555555555555556,0.6666666666666666,0.3333333333333333,oz,
916,ncl07,7.0,32,18,27,7.0,13.0,WorldCup,2007,0.2222222222222222,0.48148148148148145,0.5185185185185185,0.25925925925925924,ncl07,
917,miracle,3.0,19,15,9,1.0,5.0,ChinaOpens,2011,0.2222222222222222,0.5555555555555556,0.4444444444444444,0.3333333333333333,miracle,
918,hermes,6.0,40,16,22,5.0,11.0,WorldCup,2016,0.22727272727272727,0.5,1.0909090909090908,0.2727272727272727,hermes,
919,oz,3.0,23,9,13,4.0,6.0,SpringCompetitions,2005,0.23076923076923078,0.46153846153846156,1.0769230769230769,0.23076923076923078,oz,
920,apollo,5.0,32,29,13,0.0,8.0,ChinaOpens,2008,0.23076923076923078,0.6153846153846154,0.23076923076923078,0.38461538461538464,apollo,
921,-storms,5.0,43,20,13,0.0,8.0,JapanOpens,2010,0.23076923076923078,0.6153846153846154,1.7692307692307692,0.38461538461538464,storms,
922,oxsy,10.0,64,56,30,3.0,17.0,WorldCup,2007,0.23333333333333334,0.5666666666666667,0.26666666666666666,0.3333333333333333,oxsy,
923,fcportugal,12.0,77,37,45,10.0,23.0,WorldCup,2010,0.24444444444444444,0.5111111111111111,0.8888888888888888,0.26666666666666666,fcportugal,
924,expertinos,5.0,32,27,16,2.0,9.0,LARC,2014,0.25,0.5625,0.3125,0.3125,expertinos,
925,tduthinkingants,6.0,38,28,16,0.0,10.0,PRIMA,2009,0.25,0.625,0.625,0.375,tduthinkingants,
926,_opu,1.0,4,2,4,1.0,2.0,JapanOpens,2007,0.25,0.5,0.5,0.25,opu,
927,-ai,0.0,3,0,4,3.0,1.0,WorldCup,2003,0.25,0.25,0.75,0.0,ai,1.0
928,arvand,1.0,3,1,4,1.0,2.0,WorldCup,2001,0.25,0.5,0.5,0.25,arvand,
929,respina2001,3.0,14,11,8,0.0,5.0,WorldCup,2001,0.25,0.625,0.375,0.375,respina2001,
930,ateam,1.0,9,1,4,1.0,2.0,WorldCup,2001,0.25,0.5,2.0,0.25,ateam,
931,_fm,1.0,18,22,4,1.0,2.0,JapanAutumnCamp,2010,0.25,0.5,-1.0,0.25,fm,
932,swordfish,0.0,1,0,4,3.0,1.0,SpringCompetitions,2002,0.25,0.25,0.25,0.0,swordfish,
933,_coached,6.0,32,10,19,2.0,11.0,WorldCup,2008,0.2631578947368421,0.5789473684210527,1.1578947368421053,0.3157894736842105,coached,
934,bityphoon,4.0,21,10,11,0.0,7.0,ChinaOpens,2009,0.2727272727272727,0.6363636363636364,1.0,0.36363636363636365,bityphoon,
935,pasargadae,4.0,21,22,11,0.0,7.0,ChinaOpens,2008,0.2727272727272727,0.6363636363636364,-0.09090909090909091,0.36363636363636365,pasargadae,
936,mt2016,5.0,45,20,22,6.0,11.0,WorldCup,2016,0.2727272727272727,0.5,1.1363636363636365,0.22727272727272727,mt2016,
937,odens,2.0,17,2,11,4.0,5.0,JapanOpens,2007,0.2727272727272727,0.45454545454545453,1.3636363636363635,0.18181818181818182,odens,
938,nemesisrc09,3.0,17,8,11,2.0,6.0,GermanOpens,2010,0.2727272727272727,0.5454545454545454,0.8181818181818182,0.2727272727272727,nemesisrc09,
939,xx,2.0,20,10,7,1.0,4.0,JapanOpens,2006,0.2857142857142857,0.5714285714285714,1.4285714285714286,0.2857142857142857,xx,
940,nitrog,3.0,26,18,14,4.0,7.0,JapanAutumnCamp,2004,0.2857142857142857,0.5,0.5714285714285714,0.21428571428571427,nitrog,
941,yushan2012,2.0,19,8,7,1.0,4.0,ChinaOpens,2012,0.2857142857142857,0.5714285714285714,1.5714285714285714,0.2857142857142857,yushan2012,
942,zcvctf,4.0,33,11,14,2.0,8.0,ChinaOpens,2007,0.2857142857142857,0.5714285714285714,1.5714285714285714,0.2857142857142857,zcvctf,
943,victory,2.0,21,6,7,1.0,4.0,ChinaOpens,2007,0.2857142857142857,0.5714285714285714,2.142857142857143,0.2857142857142857,victory,
944,nemesis,4.0,42,16,24,9.0,11.0,JapanOpens,2008,0.2916666666666667,0.4583333333333333,1.0833333333333333,0.16666666666666666,nemesis,
945,rcmasters,4.0,27,18,17,4.0,9.0,IranOpens,2010,0.29411764705882354,0.5294117647058824,0.5294117647058824,0.23529411764705882,rcmasters,
946,phonix,3.0,15,7,17,6.0,8.0,IranOpens,2015,0.29411764705882354,0.47058823529411764,0.47058823529411764,0.17647058823529413,phonix,
947,everest,3.0,15,16,10,1.0,6.0,WorldCup,2003,0.3,0.6,-0.1,0.3,everest,
948,winkit,3.0,16,13,10,1.0,6.0,JapanOpens,2004,0.3,0.6,0.3,0.3,winkit,
949,sepidrood2017,4.0,30,11,20,6.0,10.0,IranOpens,2017,0.3,0.5,0.95,0.2,sepidrood2017,
950,-one,3.0,49,27,23,10.0,10.0,JapanOpens,2008,0.30434782608695654,0.43478260869565216,0.9565217391304348,0.13043478260869565,one,
951,helios,3.0,20,9,13,3.0,7.0,WorldCup,2002,0.3076923076923077,0.5384615384615384,0.8461538461538461,0.23076923076923078,helios,
952,pasargadae,9.0,85,55,29,2.0,18.0,WorldCup,2009,0.3103448275862069,0.6206896551724138,1.0344827586206897,0.3103448275862069,pasargadae,
953,-storms,5.0,35,28,16,1.0,10.0,PRIMA,2009,0.3125,0.625,0.4375,0.3125,storms,
954,runswiftii,3.0,44,12,16,5.0,8.0,WorldCup,2002,0.3125,0.5,2.0,0.1875,runswiftii,
955,fcportugal07,2.0,34,4,16,7.0,7.0,WorldCup,2007,0.3125,0.4375,1.875,0.125,fcportugal07,
956,lingdong1214,3.0,31,14,15,4.0,8.0,WorldCup,2007,0.3333333333333333,0.5333333333333333,1.1333333333333333,0.2,lingdong1214,
957,chello,3.0,25,11,9,0.0,6.0,JapanOpens,2004,0.3333333333333333,0.6666666666666666,1.5555555555555556,0.3333333333333333,chello,
958,helios,0.0,5,0,6,4.0,2.0,SpringCompetitions,2002,0.3333333333333333,0.3333333333333333,0.8333333333333334,0.0,helios,
959,cyberoos2002,2.0,20,7,9,2.0,5.0,WorldCup,2002,0.3333333333333333,0.5555555555555556,1.4444444444444444,0.2222222222222222,cyberoos2002,
960,raic,0.0,2,0,6,4.0,2.0,SpringCompetitions,2002,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,raic,
961,nadco,1.0,13,5,6,2.0,3.0,WorldCup,2011,0.3333333333333333,0.5,1.3333333333333333,0.16666666666666666,nadco,
962,_yunlu,2.0,19,9,6,0.0,4.0,ChinaOpens,2012,0.3333333333333333,0.6666666666666666,1.6666666666666667,0.3333333333333333,yunlu,
963,yowai2001,2.0,13,3,6,0.0,4.0,WorldCup,2001,0.3333333333333333,0.6666666666666666,1.6666666666666667,0.3333333333333333,yowai2001,
964,dainamite,7.0,51,26,27,4.0,16.0,WorldCup,2007,0.3333333333333333,0.5925925925925926,0.9259259259259259,0.25925925925925924,dainamite,
965,zeng02,1.0,14,1,3,0.0,2.0,SpringCompetitions,2002,0.3333333333333333,0.6666666666666666,4.333333333333333,0.3333333333333333,zeng02,
966,we2,3.0,14,6,9,0.0,6.0,ChinaOpens,2003,0.3333333333333333,0.6666666666666666,0.8888888888888888,0.3333333333333333,we2,
967,_bi,1.0,16,8,6,2.0,3.0,JapanOpens,2012,0.3333333333333333,0.5,1.3333333333333333,0.16666666666666666,bi,
968,hana2,5.0,24,6,15,0.0,10.0,JapanAutumnCamp,2003,0.3333333333333333,0.6666666666666666,1.2,0.3333333333333333,hana2,
969,wonderpines,2.0,17,14,6,0.0,4.0,ChinaOpens,2012,0.3333333333333333,0.6666666666666666,0.5,0.3333333333333333,wonderpines,
970,i_believedut,2.0,6,3,6,0.0,4.0,ChinaOpens,2003,0.3333333333333333,0.6666666666666666,0.5,0.3333333333333333,i_believedut,
971,-one,4.0,19,11,12,0.0,8.0,JapanOpens,2010,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,one,
972,seu,1.0,5,5,3,0.0,2.0,ChinaOpens,2006,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,seu,
973,dreamwing2011,3.0,26,17,12,2.0,7.0,ChinaOpens,2011,0.3333333333333333,0.5833333333333334,0.75,0.25,dreamwing2011,
974,-chonaso,0.0,1,0,3,2.0,1.0,SpringCompetitions,2002,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,chonaso,
975,amoynq,4.0,23,17,12,0.0,8.0,ChinaOpens,2011,0.3333333333333333,0.6666666666666666,0.5,0.3333333333333333,amoynq,
976,_t,3.0,28,7,9,0.0,6.0,USOpens,2005,0.3333333333333333,0.6666666666666666,2.3333333333333335,0.3333333333333333,t,
977,yamaarashi,1.0,6,5,3,0.0,2.0,JapanAutumnCamp,2002,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,yamaarashi,
978,_isano,1.0,12,1,3,0.0,2.0,SimKansai,2006,0.3333333333333333,0.6666666666666666,3.6666666666666665,0.3333333333333333,isano,
979,nemesism,2.0,23,3,6,0.0,4.0,AI-Games,2005,0.3333333333333333,0.6666666666666666,3.3333333333333335,0.3333333333333333,nemesism,
980,shinano,2.0,13,7,6,0.0,4.0,JapanOpens,2003,0.3333333333333333,0.6666666666666666,1.0,0.3333333333333333,shinano,
981,_kp,1.0,3,2,3,0.0,2.0,SimKansai,2006,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,kp,
982,_opu,1.0,8,2,3,0.0,2.0,SimKansai,2006,0.3333333333333333,0.6666666666666666,2.0,0.3333333333333333,opu,
983,yahiko,3.0,23,14,9,0.0,6.0,JapanOpens,2003,0.3333333333333333,0.6666666666666666,1.0,0.3333333333333333,yahiko,
984,_humboldt,2.0,8,6,6,0.0,4.0,WorldCup,2001,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,humboldt,
985,dainamite,6.0,50,30,27,6.0,15.0,WorldCup,2008,0.3333333333333333,0.5555555555555556,0.7407407407407407,0.2222222222222222,dainamite,
986,bimexplorer,2.0,5,4,6,0.0,4.0,ChinaOpens,2003,0.3333333333333333,0.6666666666666666,0.16666666666666666,0.3333333333333333,bimexplorer,
987,everest,2.0,18,5,6,0.0,4.0,ChinaOpens,2003,0.3333333333333333,0.6666666666666666,2.1666666666666665,0.3333333333333333,everest,
988,_ai,3.0,34,11,17,5.0,9.0,JapanOpens,2008,0.35294117647058826,0.5294117647058824,1.3529411764705883,0.17647058823529413,ai,
989,hfutengine2010,10.0,93,42,34,2.0,22.0,WorldCup,2010,0.35294117647058826,0.6470588235294118,1.5,0.29411764705882354,hfutengine2010,
990,dainamite,12.0,84,61,42,3.0,27.0,WorldCup,2009,0.35714285714285715,0.6428571428571429,0.5476190476190477,0.2857142857142857,dainamite,
991,bluespider,4.0,38,36,14,1.0,9.0,ChinaOpens,2011,0.35714285714285715,0.6428571428571429,0.14285714285714285,0.2857142857142857,bluespider,
992,kickout,3.0,26,14,11,1.0,7.0,SpringCompetitions,2009,0.36363636363636365,0.6363636363636364,1.0909090909090908,0.2727272727272727,kickout,
993,marlik,3.0,21,9,11,1.0,7.0,WorldCup,2011,0.36363636363636365,0.6363636363636364,1.0909090909090908,0.2727272727272727,marlik,1.0
994,opuci,3.0,41,28,11,1.0,7.0,JapanOpens,2012,0.36363636363636365,0.6363636363636364,1.1818181818181819,0.2727272727272727,opuci,
995,hellirespina2002,3.0,26,6,11,1.0,7.0,WorldCup,2002,0.36363636363636365,0.6363636363636364,1.8181818181818181,0.2727272727272727,hellirespina2002,
996,mariik,4.0,28,13,19,4.0,11.0,WorldCup,2012,0.3684210526315789,0.5789473684210527,0.7894736842105263,0.21052631578947367,mariik,1.0
997,itandroids,5.0,39,20,19,2.0,12.0,LARC,2014,0.3684210526315789,0.631578947368421,1.0,0.2631578947368421,itandroids,
998,yushan2013,4.0,42,18,19,4.0,11.0,WorldCup,2013,0.3684210526315789,0.5789473684210527,1.263157894736842,0.21052631578947367,yushan2013,1.0
999,oxsy,5.0,55,32,19,2.0,12.0,WorldCup,2013,0.3684210526315789,0.631578947368421,1.2105263157894737,0.2631578947368421,oxsy,
1000,raic2004,2.0,13,14,8,1.0,5.0,JapanOpens,2004,0.375,0.625,-0.125,0.25,raic2004,
1001,brainstormers06,4.0,21,5,16,2.0,10.0,WorldCup,2006,0.375,0.625,1.0,0.25,brainstormers06,2.0
1002,hhitimer,5.0,32,7,16,0.0,11.0,ChinaOpens,2006,0.375,0.6875,1.5625,0.3125,hhitimer,
1003,_bost2011,2.0,21,14,8,1.0,5.0,JapanOpens,2011,0.375,0.625,0.875,0.25,bost2011,
1004,ututd2003,0.0,7,0,8,5.0,3.0,WorldCup,2003,0.375,0.375,0.875,0.0,ututd2003,
1005,yushan2011,4.0,49,22,13,0.0,9.0,ChinaOpens,2011,0.38461538461538464,0.6923076923076923,2.076923076923077,0.3076923076923077,yushan2011,
1006,_yunlu,4.0,50,32,13,0.0,9.0,ChinaOpens,2011,0.38461538461538464,0.6923076923076923,1.3846153846153846,0.3076923076923077,yunlu,
1007,apollo,5.0,35,8,18,1.0,12.0,WorldCup,2008,0.3888888888888889,0.6666666666666666,1.5,0.2777777777777778,apollo,
1008,oxsy,6.0,53,19,23,2.0,15.0,WorldCup,2015,0.391304347826087,0.6521739130434783,1.4782608695652173,0.2608695652173913,oxsy,
1009,_pars,7.0,76,29,28,3.0,18.0,WorldCup,2010,0.39285714285714285,0.6428571428571429,1.6785714285714286,0.25,pars,
1010,_palm,0.0,2,0,5,3.0,2.0,JapanOpens,2003,0.4,0.4,0.4,0.0,palm,
1011,ncl07,2.0,17,4,10,2.0,6.0,JapanOpens,2007,0.4,0.6,1.3,0.2,ncl07,
1012,yowai2006,3.0,38,13,10,0.0,7.0,JapanOpens,2006,0.4,0.7,2.5,0.3,yowai2006,
1013,sfunleashed03,1.0,8,4,5,1.0,3.0,WorldCup,2003,0.4,0.6,0.8,0.2,sfunleashed03,
1014,george,1.0,17,13,5,1.0,3.0,Exercise,2008,0.4,0.6,0.8,0.2,george,
1015,-pesca,1.0,9,3,5,1.0,3.0,JapanAutumnCamp,2007,0.4,0.6,1.2,0.2,pesca,
1016,_hana,2.0,14,9,10,2.0,6.0,SpringCompetitions,2005,0.4,0.6,0.5,0.2,hana,
1017,ncl08,1.0,3,8,5,1.0,3.0,JapanOpens,2009,0.4,0.6,-1.0,0.2,ncl08,
1018,-perspolis,3.0,43,11,22,7.0,12.0,WorldCup,2013,0.4090909090909091,0.5454545454545454,1.4545454545454546,0.13636363636363635,perspolis,
1019,legendary,5.0,42,19,17,0.0,12.0,IranOpens,2016,0.4117647058823529,0.7058823529411765,1.3529411764705883,0.29411764705882354,legendary,
1020,opuscom,3.0,51,35,12,1.0,8.0,JapanOpens,2013,0.4166666666666667,0.6666666666666666,1.3333333333333333,0.25,opuscom,
1021,raic2004,3.0,18,18,12,1.0,8.0,JapanAutumnCamp,2004,0.4166666666666667,0.6666666666666666,0.0,0.25,raic2004,
1022,nemesis2010,3.0,37,6,12,1.0,8.0,WorldCup,2010,0.4166666666666667,0.6666666666666666,2.5833333333333335,0.25,nemesis2010,
1023,helios2008,2.0,22,12,7,0.0,5.0,Exercise,2008,0.42857142857142855,0.7142857142857143,1.4285714285714286,0.2857142857142857,helios2008,
